BookID,Title,Author,Rating,Number of raters,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
508748,Truth & Beauty: A Friendship,Ann Patchett,3.94,36279,3172,272,May 1st 2004,Hardcover,English,/work/shelves/994121,
508751,Comment Peut-On Etre Francais?,Virginia Hules,4.00,1,0,244,February 1st 1983,Hardcover,English,,
508752,Le\Major Tricolore / Comment Peut On Etre Francais,Pierre Daninos,2.50,4,0,,1999,Paperback,,,
508750,Devil Glass,C. Robert Cales,3.75,12,6,324,2000,Hardcover,English,,
3764212,Comment peut-on être Breton ?  Essai sur la démocratie française,Morvan Lebesque,4.17,6,1,,January 1st 1970,,French,/work/shelves/3808126,
508749,El Signo del Castor,"Elizabeth George Speare, Guillermo Solana Alonso, Juan Acosta",3.82,32057,1810,135,April 27th 1983,Paperback,Spanish,/work/shelves/1282066,
508755,Johnny Tremain: Teaching Unit (Exploring literature),Carmela M. Krueser,3.45,112,11,59,1989,Unknown Binding,,/work/shelves/496776,
508762,Bushnell's Submarine,Arthur S. Lefkowitz,3.97,35,10,144,March 1st 2006,Hardcover,English,/work/shelves/496783,
508750,Devil Glass,C. Robert Cales,3.75,12,6,324,2000,Hardcover,English,,
508763,David Bushnell and His American Turtle,David  Bushnell,0.00,0,0,52,2003,Paperback,,,
508760,Abajo El Velo!,Chahdortt Djavann,2.74,219,54,0,2005,Paperback,Spanish,/work/shelves/22020345,
508756,Little Women,"Louisa May Alcott, Dinah Dryhurst",4.09,1744238,32758,284,September 30th 1868,Paperback,English,/work/shelves/3244642,Little Women
508770,Fandex Family Field Guides: First Ladies,Fandex Family Field Guides,5.00,2,0,50,August 22nd 2003,Unknown Binding,,,
508768,Rebecca of Blossom Prairie: Grandmother of a Vice-President,Maurine Walpole Liles,0.00,0,0,105,November 1st 1990,Hardcover,English,,
508761,Je Viens D'ailleurs,Chahdortt Djavann,3.47,55,7,,May 7th 2004,Broché,French,/work/shelves/6640075,
508765,Fields for President,W.C. Fields,3.79,71,11,163,1971,Unknown Binding,English,/work/shelves/496786,
508767,"Jefferson: The President, Second Term, 1805-1809, Vol. 5",Dumas Malone,4.09,240,19,200,1974,Audio Cassette,,/work/shelves/1524398,Jefferson and His Time
508766,"Jefferson: The President, First Term 1801-1805",Dumas Malone,4.02,267,20,0,1970,Audiobook,English,/work/shelves/564043,Jefferson and His Time
508772,The Glass Devil,Helene Tursten,3.78,2435,153,320,2002,Hardcover,English,/work/shelves/1567581,Inspector Huss
508769,Snip Snap! What's That?,"Mara Bergman, Nick Maland",3.99,888,129,32,March 17th 2005,Hardcover,English,/work/shelves/496790,
3522526,Comment peut-on être Français ?,Chahdortt Djavann,3.33,99,12,,January 9th 2006,Paperback,French,/work/shelves/496792,
508773,Devil's Looking-glass,Simon Rees,3.20,5,0,192,May 2nd 1985,Paperback,English,,
508775,Grizz!,Eric A. Kimmel,3.74,19,5,32,March 19th 2000,Hardcover,English,/work/shelves/496796,
508774,The Devil's Looking Glass: A Romance,Simon Rees,3.20,5,0,192,May 2nd 1985,Hardcover,English,,
508778,The Road to Grace: Finding True Freedom from the Bondage of Sexual Addiction,Mike Genung,4.18,11,2,249,October 1st 2006,Paperback,English,,
508780,Erich Maria Remarque: A Thematic Analysis Of His Novels,Richard Arthur Firda,0.00,0,0,,August 1st 1988,Hardcover,English,,
508776,Homesick: My Own Story,Jean Fritz,3.85,2614,219,163,October 8th 1982,Hardcover,English,/work/shelves/2229888,
508777,The Verse by the Side of the Road,Frank Rowsome Jr.,3.95,141,35,,1965,Hardcover,English,/work/shelves/496798,
508779,Full Circle: A Play by Erich Maria Remarque,"Peter  Stone, Erich Maria Remarque",3.75,40,2,468,January 1st 1984,Hardcover,English,,
508782,Bound by Hope,Kally Jo Surbeck,4.33,6,2,256,August 25th 2005,Paperback,English,,
508781,Beyond the Orphan Train: A True Adventure,Donna Nordmark Aviles,3.81,21,3,116,December 1st 2004,Paperback,English,/work/shelves/496802,
508783,Gold Fever,"Verla Kay, S.D. Schindler",3.78,64,15,32,January 1st 1999,Paperback,English,/work/shelves/1131560,
508785,"Covered Wagons, Bumpy Trails","Verla Kay, S.D. Schindler",3.86,65,16,32,October 2000,Hardcover,English,/work/shelves/496806,
508784,"Rough, Tough Charley","Verla Kay, Adam Gustavson",3.66,116,37,32,May 1st 2007,Hardcover,English,/work/shelves/496805,
508786,Broken Feather,"Verla Kay, Stephen Alcorn",3.17,6,2,32,October 14th 2002,Hardcover,English,,
508787,Tattered Sails,"Verla Kay, Dan Andreasen",3.64,61,12,32,September 10th 2001,Hardcover,English,/work/shelves/496808,
508788,Iron Horses,"Verla Kay, Michael McCurdy",3.67,57,12,32,February 15th 1999,Hardcover,English,/work/shelves/496809,
508789,A Cat Named Brat,Lydia Adamson,3.36,125,15,187,July 1st 2002,Paperback,English,/work/shelves/496810,Alice Nestleton Mystery
508792,"Empirical Thought II, Life on a Runaway Horse",Bill Huth,0.00,0,0,0,2005,Paperback,,,
508790,A Cat in Fine Style,Lydia Adamson,3.70,86,5,224,November 1st 1995,Paperback,English,/work/shelves/496811,Alice Nestleton Mystery
508791,Dr. Nightingale Follows a Canine Clue,Lydia Adamson,3.17,47,6,208,July 1st 2001,Paperback,English,/work/shelves/496812,Dr. Nightingale Mystery
508794,A Cat on the Bus,Lydia Adamson,3.49,99,11,208,December 3rd 2002,Paperback,English,/work/shelves/496815,Alice Nestleton Mystery
508797,A Cat in the Wings,Lydia Adamson,3.54,149,12,208,November 1st 1992,Paperback,English,/work/shelves/496818,Alice Nestleton Mystery
508793,A Cat with No Clue,Lydia Adamson,3.44,105,9,224,December 1st 2001,Paperback,English,/work/shelves/496814,Alice Nestleton Mystery
508795,Dr. Nightingale Comes Home,Lydia Adamson,3.47,110,9,224,February 1st 1994,Paperback,English,/work/shelves/1871951,Dr. Nightingale Mystery
508798,A Cat on a Winning Streak,Lydia Adamson,3.77,93,5,240,May 1st 1995,Paperback,English,/work/shelves/496854,Alice Nestleton Mystery
508796,A Cat on Stage Left,Lydia Adamson,3.41,147,13,256,1998,Paperback,English,/work/shelves/1597109,Alice Nestleton Mystery
508799,Dr. Nightingale Meets Puss in Boots,Lydia Adamson,3.61,134,5,256,May 1st 1994,Paperback,English,/work/shelves/496821,Alice Nestleton Mystery
508800,A Cat with No Regrets,Lydia Adamson,3.61,134,5,208,May 1st 1994,Paperback,English,/work/shelves/496821,Alice Nestleton Mystery
508801,Dr. Nightingale Chases Three Little Pigs,Lydia Adamson,3.51,41,3,240,August 1st 1996,Paperback,English,/work/shelves/496822,Dr. Nightingale Mystery
508802,A Cat with a Fiddle,Lydia Adamson,3.61,119,6,224,May 1st 1993,Paperback,English,/work/shelves/496823,Alice Nestleton Mystery
508805,A Cat Named Brat,Lydia Adamson,3.36,125,15,0,July 1st 2002,Audio,English,/work/shelves/496810,Alice Nestleton Mystery
508803,Dr. Nightingale Traps the Missing Lynx,Lydia Adamson,3.44,48,8,224,July 1st 1999,Paperback,English,/work/shelves/496852,Dr. Nightingale Mystery
508806,A Cat of a Different Color,Lydia Adamson,3.52,224,18,208,May 7th 1991,Paperback,English,/work/shelves/496850,Alice Nestleton Mystery
508804,A Cat in the Manger,Lydia Adamson,3.33,333,34,203,November 6th 1990,Paperback,English,/work/shelves/496825,Alice Nestleton Mystery
508808,A Cat in Wolf's Clothing,Lydia Adamson,3.53,150,15,215,November 5th 1991,Paperback - Large Print,English,/work/shelves/496829,Alice Nestleton Mystery
508809,"Peter Rabbit Lift-the-Flap Words, Colors, and Numbers (R/I) (Potter)",Beatrix Potter,3.83,6,0,8,January 11th 2007,Board book,English,,
508807,A Cat with the Blues,Lydia Adamson,3.51,98,11,208,December 1st 2000,Paperback,English,/work/shelves/496828,Alice Nestleton Mystery
508810,World of Peter Rabbit Pop Up Carousel Book,Beatrix Potter,4.38,13,1,32,July 1st 2004,Hardcover,English,/work/shelves/25080475,
508814,Dr. Nightingale Rides to the Hounds,Lydia Adamson,3.36,45,5,224,February 1st 1997,Paperback,English,/work/shelves/496835,Dr. Nightingale Mystery
508815,A Cat Under the Mistletoe,Lydia Adamson,3.43,164,11,227,1996,Mass Market Paperback,English,/work/shelves/496836,Alice Nestleton Mystery
508812,Peter Rabbit,Beatrix Potter,4.18,214956,2102,12,December 16th 1901,Board Book,English,/work/shelves/644171,The World of Beatrix Potter: Peter Rabbit
508811,Peter Rabbit,Beatrix Potter,4.18,214956,2102,1,December 16th 1901,Unknown Binding,English,/work/shelves/644171,The World of Beatrix Potter: Peter Rabbit
508813,A Cat on Jingle Bell Rock,Lydia Adamson,3.36,161,18,240,1997,Paperback,English,/work/shelves/496834,Alice Nestleton Mystery
508816,A Cat in a Chorus Line,Lydia Adamson,3.51,90,3,229,1996,Paperback,English,/work/shelves/496837,Alice Nestleton Mystery
508819,Beware the Laughing Gull,Lydia Adamson,3.33,27,3,256,August 1st 1998,Paperback,English,/work/shelves/496840,Lucy Wayles Mystery
508817,A Cat on a Beach Blanket,Lydia Adamson,3.46,111,14,256,May 1st 1997,Paperback,English,/work/shelves/496838,Alice Nestleton Mystery
508822,A Victorian Courtship: The Story of Beatrice Potter and Sidney Webb,Jeanne MacKenzie,4.40,5,0,160,1979,Hardcover,English,/work/shelves/496843,
508820,A Cat in Fine Style,Lydia Adamson,3.70,86,5,0,November 1st 1995,Audio Cassette,,/work/shelves/496811,Alice Nestleton Mystery
508823,Diary of Beatrice Webb,"Beatrice Potter Webb, Lynn Knight, Jeanne MacKenzie, Norman Ian MacKenzie",3.88,8,0,656,October 7th 1985,Hardcover,English,/work/shelves/718252,
508821,Dr. Nightingale Rides the Elephant,Lydia Adamson,3.43,65,7,208,August 1st 1994,Paperback,English,/work/shelves/496842,Dr. Nightingale Mystery
508826,Dr. Nightingale Goes to the Dogs,Lydia Adamson,3.52,56,4,224,1995,Paperback,English,/work/shelves/496847,Dr. Nightingale Mystery
508825,The Diary of Beatrice Webb 1892-1905: All the Good Things of Life (The diary of Beatrice Webb),Beatrice Potter Webb,4.00,2,0,376,1st 1983,Hardcover,,,
508824,Peter Rabbit,Beatrix Potter,4.18,214956,2102,,December 16th 1901,Hardcover,English,/work/shelves/644171,The World of Beatrix Potter: Peter Rabbit
508818,Dr. Nightingale Goes the Distance,Lydia Adamson,3.60,50,3,256,1995,Paperback,English,/work/shelves/496839,Dr. Nightingale Mystery
508827,Dr. Nightingale Races the Outlaw Colt,Lydia Adamson,3.46,35,2,224,February 1st 1998,Paperback,English,/work/shelves/496848,Dr. Nightingale Mystery
508828,Dr. Nightingale Enters the Bear Cave,Lydia Adamson,3.28,43,3,272,1996,Paperback,English,/work/shelves/496849,Dr. Nightingale Mystery
508830,Beware the Tufted Duck,Lydia Adamson,2.90,51,6,224,October 1st 1996,Paperback,English,/work/shelves/496851,Lucy Wayles Mystery
508829,A Cat of a Different Color,"Lydia Asamson, Lydia Asamson",3.52,224,18,200,August 1st 1992,Paperback - Large Print,English,/work/shelves/496850,Alice Nestleton Mystery
508832,Beware the Butcher Bird,Lydia Adamson,2.80,30,6,256,June 1st 1997,Paperback,English,/work/shelves/496853,Lucy Wayles Mystery
508835,John le Carré,Peter Lewis,3.00,7,0,234,June 1985,Paperback,English,,
508833,A Cat on a Winning Streak,Lydia Adamson,3.77,93,5,187,May 1st 1995,Paperback - Large Print,English,/work/shelves/496854,Alice Nestleton Mystery
508831,Dr. Nightingale Traps the Missing Lynx,Lydia Adamson,3.44,48,8,0,July 1st 1999,Audio,English,/work/shelves/496852,Dr. Nightingale Mystery
508838,"The Story, the Teller, and the Audience in George MacDonald's Fiction",Rebecca Thomas Ankeny,3.00,1,0,172,April 1st 2000,Hardcover,English,,
508834,The Tale of Mr. Jeremy Fisher,Beatrix Potter,4.16,11235,227,64,1906,Hardcover,English,/work/shelves/2979802,The World of Beatrix Potter: Peter Rabbit
508836,The House of Sixty Fathers,"Meindert DeJong, Maurice Sendak",3.90,3183,168,189,1956,Hardcover,English,/work/shelves/3026511,
508841,America: A Conversation with James Hillman and Ben Sells,"James Hillman, Ben Sells",5.00,3,0,0,March 1998,Audio Cassette,English,,
508837,The House of Sixty Fathers,Sue Palmer,3.90,3183,168,,1956,,English,/work/shelves/3026511,
508845,Lilith's Cave: Jewish Tales of the Supernatural,"Howard Schwartz, Uri Shulevitz",4.23,169,22,288,1988,Paperback,English,/work/shelves/588967,
508840,At the Back of the North Wind,George MacDonald,3.98,6538,502,,1871,Paperback,English,/work/shelves/600104,
508846,Christ the Tiger,Thomas Howard,4.02,47,4,154,1967,Paperback,English,/work/shelves/496869,
508850,A Vow of Chastity,Veronica Black,3.76,168,20,216,January 1st 1991,Mass Market Paperback,English,/work/shelves/496871,Sister Joan Mystery
508847,Asian Tigers for Christ: The Dynamic Growth of the Church in South-East Asia,Michael               Green,0.00,0,0,128,2001,Paperback,English,,
508848,Christ the Tiger,Thomas Howard,4.02,47,4,0,1967,Paperback,English,/work/shelves/496869,
508843,At the Back of the North Wind,George MacDonald,3.98,6538,502,,1871,Hardcover,,/work/shelves/600104,
508851,"Teaching Popular Culture: Beyond Radical Pedagogy (Media, Education and Culture (Paperback))",David Buckingham,3.40,5,0,207,February 1st 1998,Paperback,,,
508844,At the Back of the North Wind,George MacDonald,3.98,6538,502,,1871,Hardcover,English,/work/shelves/600104,
508849,A Vow of Adoration,Veronica Black,3.76,91,9,190,September 28th 1997,Hardcover,English,/work/shelves/496870,Sister Joan Mystery
508852,Anthropology Beyond Culture,"Richard G. Fox, Barbara J. King",3.20,5,1,256,2002,Paperback,English,/work/shelves/496873,
508853,My Name is Polly Winter,Veronica Black,3.36,11,2,188,1992,Hardcover,English,/work/shelves/1436117,
508855,A Footfall in the Mist,Veronica Black,4.00,3,1,352,January 1st 1971,Hardcover,English,,
508859,The John Tradescants: Gardeners to the Rose and Lily Queen,Prudence Leith-Ross,4.10,10,1,280,June 1984,Paperback,English,,
508857,Master of Malcarew,Veronica Black,0.00,0,0,256,1973,Hardcover,English,,
508857,Master of Malcarew,Veronica Black,0.00,0,0,256,1973,Hardcover,English,,
508858,Fair Kilmeny,Veronica Black,4.75,4,0,,January 1st 1972,,,/work/shelves/535558,
907432,Nickel Mountain,John Gardner,3.74,910,73,312,1973,Hardcover,English,/work/shelves/314782,
508861,Nickel Mountain,John Gardner,3.74,910,73,320,1973,,,/work/shelves/314782,
6576678,On The Daltons' Trail,"Morris, René Goscinny",3.77,364,15,48,October 7th 1960,Paperback,English,/work/shelves/496883,Lucky Luke
508863,Astérix: La galère d'Obélix,René Goscinny,3.86,3863,85,,October 1996,Hardcover,French,/work/shelves/6470999,Astérix
508867,Lucky Luke - Special 1,"Morris, René Goscinny",4.14,58,2,157,April 4th 1991,Board book,French,/work/shelves/6245853,Lucky Luke L'Intégrale
122404,Asterix and the Big Fight,"René Goscinny, Albert Uderzo",4.16,6575,151,48,January 1966,Hardcover,English,/work/shelves/496886,Astérix
508866,Le Bandit Manchot,"Morris, Bob de Groot",3.70,298,15,48,1981,Hardcover,French,/work/shelves/496887,Lucky Luke
122401,Asterix the Gladiator,"René Goscinny, Albert Uderzo",4.21,8168,176,48,March 22nd 1962,Paperback,English,/work/shelves/2562616,Asterix
508870,Lucky Luke Contre Pat Poker,Morris,3.69,433,11,46,1953,Hardcover,French,/work/shelves/496891,Lucky Luke
508874,Une carotte pour Iznogoud,"René Goscinny, Jean Tabary",3.64,110,10,48,1971,Paperback,French,/work/shelves/496895,Iznogoud
508873,Asterix   Das Kultbuch,"René Goscinny, Albert Uderzo, Oliver Andrieu",3.00,1,0,144,2000,,German,,
2456088,Die Eskorte,"Morris, René Goscinny",3.82,295,8,46,1965,Hardcover,German,/work/shelves/496897,Colecção Lucky Luke série II
508871,Asterix - La Residencia de Los Dioses,"René Goscinny, Albert Uderzo",4.20,5500,123,47,March 4th 1971,Paperback,Spanish,/work/shelves/69048,Astérix
122438,Asterix in Switzerland,"René Goscinny, Albert Uderzo",4.23,6306,139,48,October 1970,Paperback,English,/work/shelves/6469210,Astérix
508875,"Asterix Werkedition, Bd.3, Asterix als Gladiator","René Goscinny, Albert Uderzo",4.21,8168,176,56,March 22nd 1962,Paperback,,/work/shelves/2562616,Asterix
508877,بایسیکل ران,Mohsen Makhmalbaf,3.37,157,5,,1989,,,/work/shelves/496898,
508883,The Correspondence of John Locke 7: Letters 2665-3286 (Works),John Locke,0.00,0,0,806,1982,Hardcover,English,,
508884,The Correspondence of John Locke 8: Letters 3287-3648,John Locke,0.00,0,0,462,June 29th 1989,cloth,English,,
508879,El erotismo,Georges Bataille,4.09,2536,122,312,1957,Hardcover,Spanish,/work/shelves/37393,
508881,A Single Step,"Heather Mills McCartney, Pamela  Cockerill",3.20,46,5,327,October 2002,Hardcover,English,,
508880,Grist for the Mill,"Ram Dass, Richard Alpert",4.35,886,58,176,1976,Paperback,English,/work/shelves/496901,
508878,A Judgement in Stone,Ruth Rendell,3.91,5683,437,188,May 2nd 1977,Hardcover,English,/work/shelves/893848,
508887,"Evolution, History, and Destiny: Letters to Alain Locke (1886-1954) and Others",Johnny Washington,0.00,0,0,401,2002,Paperback,English,,
508882,Asta’s Book,"Barbara Vine, Ruth Rendell",4.01,3115,245,448,January 1st 1993,Paperback,English,/work/shelves/3330783,
508885,"Locke: Letter Concerning Toleration, a","John Locke, Patrick Romanell",3.86,2751,164,64,1689,Paperback,English,/work/shelves/1653151,
508890,"The Beginner's Bible® - Jesus and the Children (Beginner's Bible®, The)",Kelly Pulley,5.00,2,1,24,2005,Board book,,,
508889,"The Beginner's Bible® - Noah and the Ark (Beginner's Bible®, The)",Kelly Pulley,4.25,55,6,24,1993,Board book,,/work/shelves/1180058,
508892,"The Beginner's Bible® - Mary and Little Jesus (Beginner's Bible®, The)",Kelly Pulley,5.00,2,0,24,2005,Board book,,,
508891,Beginner's Bible,Karyn Henley,4.34,309,30,,1985,Fabric,English,/work/shelves/496912,
508888,"Holy Bible: NIrV Children's Bible, The Beginner's Bible Ed.","Anonymous, Kelly Pulley",4.54,593,58,1888,September 1st 1998,Hardcover,,/work/shelves/21892476,
508893,For the Love of a Child,"Betty Mahmoody, Arnold D. Dunchock",3.60,968,45,342,January 1st 1985,Paperback,English,/work/shelves/2764184,
508896,Aus Liebe zu meiner Tochter (Erfahrungen),"Betty Mahmoody, Arnold D. Dunchock",3.60,968,45,392,January 1st 1985,Paperback,German,/work/shelves/2764184,
43255,Not Without My Daughter,Betty Mahmoody,4.11,27585,1470,528,1987,Paperback,English,/work/shelves/42692,
508893,For the Love of a Child,"Betty Mahmoody, Arnold D. Dunchock",3.60,968,45,342,January 1st 1985,Paperback,English,/work/shelves/2764184,
